externalSource,externalId,parentCategory,subCategory
LODGING_STD,4301000-201-2011-00001,숙박,모텔
LODGING_STD,4301000-201-2012-00001,숙박,모텔
LODGING_STD,4301000-201-2017-00001,숙박,펜션
LODGING_STD,4301000-201-2019-00001,숙박,모텔
LODGING_STD,4301000-201-2023-00001,숙박,모텔
LODGING_STD,4311000-201-2025-00002,숙박,펜션
LODGING_STD,4311000-214-2013-00003,숙박,펜션
LODGING_STD,4311000-214-2021-00003,숙박,펜션
LODGING_STD,4311000-214-2022-00003,숙박,펜션
LODGING_STD,4311000-214-2021-00005,숙박,리조트
LODGING_STD,4311000-201-2000-00021,숙박,모텔
LODGING_STD,4311000-201-2000-00039,숙박,모텔
LODGING_STD,4311000-201-2000-00043,숙박,모텔
LODGING_STD,4311000-201-2000-00045,숙박,모텔
LODGING_STD,4311000-201-2000-00055,숙박,모텔
LODGING_STD,4311000-201-2000-00015,숙박,모텔
LODGING_STD,4311000-201-2000-00023,숙박,모텔
LODGING_STD,4311000-201-2000-00033,숙박,모텔
LODGING_STD,4311000-214-2021-00006,숙박,리조트
LODGING_STD,4311000-214-2022-00001,숙박,펜션
LODGING_STD,4311000-214-2022-00002,숙박,펜션
LODGING_STD,4311000-201-2000-00002,숙박,모텔
LODGING_STD,4311000-201-2000-00003,숙박,모텔
LODGING_STD,4311000-201-2000-00013,숙박,모텔
LODGING_STD,4311000-201-2000-00016,숙박,모텔
LODGING_STD,4311000-201-2000-00018,숙박,모텔
LODGING_STD,4311000-201-2000-00020,숙박,모텔
LODGING_STD,4311000-201-2000-00022,숙박,모텔
LODGING_STD,4311000-201-2000-00025,숙박,모텔
LODGING_STD,4311000-201-2000-00026,숙박,모텔
LODGING_STD,4311000-201-2000-00028,숙박,모텔
LODGING_STD,4311000-201-2000-00032,숙박,모텔
LODGING_STD,4311000-201-2000-00034,숙박,모텔
LODGING_STD,4311000-201-2000-00035,숙박,모텔
LODGING_STD,4311000-201-2000-00037,숙박,모텔
LODGING_STD,4311000-201-2000-00038,숙박,모텔
LODGING_STD,4311000-201-2000-00040,숙박,모텔
LODGING_STD,4311000-201-2000-00044,숙박,모텔
LODGING_STD,4311000-214-2013-00002,숙박,펜션
LODGING_STD,4311000-214-2016-00003,숙박,펜션
LODGING_STD,4311000-214-2021-00001,숙박,펜션
LODGING_STD,4311000-201-2000-00050,숙박,모텔
LODGING_STD,4311000-201-2000-00051,숙박,모텔
LODGING_STD,4311000-201-2000-00052,숙박,호텔
LODGING_STD,4311000-201-2000-00053,숙박,모텔
LODGING_STD,4311000-201-2000-00054,숙박,모텔
LODGING_STD,4311000-201-2000-00058,숙박,모텔
LODGING_STD,4311000-201-2001-00002,숙박,호텔
LODGING_STD,4311000-201-2002-00001,숙박,모텔
LODGING_STD,4311000-201-2019-00001,숙박,모텔
LODGING_STD,4311000-201-2019-00002,숙박,모텔
LODGING_STD,4311000-214-2004-00001,숙박,펜션
LODGING_STD,4311000-214-2007-00001,숙박,리조트
LODGING_STD,4311000-214-2009-00001,숙박,펜션
LODGING_STD,4311000-214-2013-00001,숙박,펜션
LODGING_STD,4321000-201-2016-00001,숙박,호텔
LODGING_STD,4321000-201-1984-00003,숙박,모텔
LODGING_STD,4321000-201-1987-00004,숙박,모텔
LODGING_STD,4321000-201-1989-00002,숙박,모텔
LODGING_STD,4321000-201-1993-00002,숙박,모텔
LODGING_STD,4321000-201-2003-00002,숙박,모텔
LODGING_STD,4321000-201-2013-00001,숙박,모텔
LODGING_STD,4321000-201-2024-00001,숙박,펜션
LODGING_STD,4321000-214-2015-00001,숙박,모텔
LODGING_STD,4321000-214-2019-00002,숙박,펜션
LODGING_STD,4321000-201-1988-00005,숙박,모텔
LODGING_STD,4321000-201-1988-00006,숙박,모텔
LODGING_STD,4321000-201-1989-00003,숙박,모텔
LODGING_STD,4321000-201-2006-00002,숙박,펜션
LODGING_STD,4321000-201-2007-00001,숙박,모텔
LODGING_STD,4321000-201-2019-00001,숙박,모텔
LODGING_STD,4321000-201-2019-00002,숙박,모텔
LODGING_STD,4321000-201-2021-00001,숙박,펜션
LODGING_STD,4321000-201-2021-00002,숙박,호텔
LODGING_STD,4321000-201-1990-00001,숙박,모텔
LODGING_STD,4321000-201-1991-00001,숙박,모텔
LODGING_STD,4321000-201-1993-00001,숙박,모텔
LODGING_STD,4321000-201-1993-00006,숙박,모텔
LODGING_STD,4321000-201-1974-00001,숙박,모텔
LODGING_STD,4321000-201-1983-00001,숙박,모텔
LODGING_STD,4321000-201-1986-00001,숙박,모텔
LODGING_STD,4321000-201-1986-00002,숙박,모텔
LODGING_STD,4321000-201-1986-00003,숙박,모텔
LODGING_STD,4321000-201-1987-00001,숙박,모텔
LODGING_STD,4321000-201-1987-00003,숙박,모텔
LODGING_STD,4321000-201-1988-00002,숙박,모텔
LODGING_STD,4321000-201-2024-00003,숙박,모텔
LODGING_STD,4321000-201-2025-00001,숙박,모텔
LODGING_STD,4321000-214-2018-00001,숙박,펜션
LODGING_STD,4321000-214-2018-00002,숙박,펜션
LODGING_STD,4321000-214-2018-00003,숙박,펜션
LODGING_STD,4321000-214-2021-00001,숙박,펜션
LODGING_STD,4321000-214-2022-00001,숙박,펜션
LODGING_STD,4321000-214-2023-00001,숙박,펜션
LODGING_STD,4321000-201-1994-00002,숙박,모텔
LODGING_STD,4321000-201-1994-00004,숙박,모텔
LODGING_STD,4321000-201-1995-00002,숙박,모텔
LODGING_STD,4321000-201-1996-00002,숙박,모텔
LODGING_STD,4321000-201-1998-00001,숙박,모텔
LODGING_STD,4321000-201-1999-00001,숙박,모텔
LODGING_STD,4321000-201-2001-00002,숙박,모텔
LODGING_STD,4321000-201-2004-00001,숙박,모텔
LODGING_STD,4321000-201-2005-00001,숙박,호텔
LODGING_STD,4321000-201-2006-00001,숙박,모텔
LODGING_STD,4331000-201-2026-00002,숙박,펜션
LODGING_STD,4331000-201-2003-00008,숙박,모텔
LODGING_STD,4331000-201-2004-00001,숙박,모텔
LODGING_STD,4331000-201-2006-00003,숙박,리조트
LODGING_STD,4331000-201-2014-00001,숙박,펜션
LODGING_STD,4331000-214-2017-00002,숙박,펜션
LODGING_STD,4331000-214-2020-00001,숙박,펜션
LODGING_STD,4331000-201-1988-00002,숙박,모텔
LODGING_STD,4331000-201-1990-00002,숙박,모텔
LODGING_STD,4331000-201-1995-00005,숙박,모텔
LODGING_STD,4331000-201-1997-00001,숙박,호텔
LODGING_STD,4331000-201-2015-00001,숙박,펜션
LODGING_STD,4331000-201-1982-00004,숙박,모텔
LODGING_STD,4331000-201-1998-00006,숙박,호텔
LODGING_STD,4331000-201-2020-00001,숙박,펜션
LODGING_STD,4331000-201-2003-00006,숙박,호텔
LODGING_STD,4331000-214-2026-00001,숙박,펜션
LODGING_STD,4331000-214-2022-00002,숙박,펜션
LODGING_STD,4331000-201-1971-00001,숙박,모텔
LODGING_STD,4331000-201-1984-00002,숙박,모텔
LODGING_STD,4331000-201-2003-00007,숙박,모텔
LODGING_STD,4331000-201-1976-00001,숙박,모텔
LODGING_STD,4331000-201-1982-00003,숙박,모텔
LODGING_STD,4331000-201-1984-00001,숙박,모텔
LODGING_STD,4331000-201-1986-00001,숙박,모텔
LODGING_STD,4331000-201-1986-00002,숙박,모텔
LODGING_STD,4331000-201-1987-00001,숙박,모텔
LODGING_STD,4331000-214-2013-00002,숙박,리조트
LODGING_STD,4331000-201-2003-00009,숙박,모텔
LODGING_STD,4331000-201-2003-00010,숙박,모텔
LODGING_STD,4331000-201-2004-00006,숙박,펜션
LODGING_STD,4331000-201-2004-00007,숙박,호텔
LODGING_STD,4331000-201-2005-00002,숙박,펜션
LODGING_STD,4331000-201-2007-00002,숙박,호텔
LODGING_STD,4331000-201-2007-00004,숙박,호텔
LODGING_STD,4331000-201-2013-00001,숙박,모텔
LODGING_STD,4331000-201-2013-00002,숙박,리조트
LODGING_STD,4331000-201-2013-00003,숙박,모텔
LODGING_STD,4331000-201-2018-00001,숙박,모텔
LODGING_STD,4331000-201-2019-00001,숙박,펜션
LODGING_STD,4331000-201-1989-00001,숙박,모텔
LODGING_STD,4331000-201-1989-00002,숙박,모텔
LODGING_STD,4331000-201-1990-00001,숙박,모텔
LODGING_STD,4331000-201-1990-00003,숙박,모텔
LODGING_STD,4271000-201-2000-00002,숙박,모텔
LODGING_STD,4271000-201-2000-00003,숙박,모텔
LODGING_STD,4271000-201-2003-00002,숙박,모텔
LODGING_STD,4271000-201-2003-00003,숙박,모텔
LODGING_STD,4281000-214-1997-00001,숙박,리조트
LODGING_STD,4281000-214-2001-00001,숙박,펜션
LODGING_STD,4281000-214-2004-00003,숙박,리조트
LODGING_STD,4281000-214-2006-00001,숙박,펜션
LODGING_STD,4281000-214-2006-00002,숙박,펜션
LODGING_STD,4281000-214-2006-00005,숙박,펜션
LODGING_STD,4281000-214-2006-00007,숙박,리조트
LODGING_STD,4281000-214-2006-00008,숙박,리조트
LODGING_STD,4281000-201-1997-00007,숙박,모텔
LODGING_STD,4281000-201-1997-00010,숙박,모텔
LODGING_STD,4281000-201-1997-00014,숙박,모텔
LODGING_STD,4281000-201-1998-00001,숙박,모텔
LODGING_STD,4281000-201-1998-00006,숙박,모텔
LODGING_STD,4281000-201-1998-00009,숙박,모텔
LODGING_STD,4281000-201-1998-00010,숙박,모텔
LODGING_STD,4281000-201-1998-00011,숙박,모텔
LODGING_STD,4281000-201-1999-00002,숙박,모텔
LODGING_STD,4281000-201-2000-00001,숙박,모텔
LODGING_STD,4281000-201-2002-00004,숙박,모텔
LODGING_STD,4281000-201-2003-00001,숙박,모텔
LODGING_STD,4281000-201-2003-00003,숙박,모텔
LODGING_STD,4281000-201-2004-00004,숙박,모텔
LODGING_STD,4281000-201-2007-00008,숙박,호텔
LODGING_STD,4281000-201-2007-00010,숙박,모텔
LODGING_STD,4281000-201-2008-00001,숙박,모텔
LODGING_STD,4281000-201-2009-00008,숙박,리조트
LODGING_STD,4281000-201-2010-00005,숙박,모텔
LODGING_STD,4281000-201-2010-00006,숙박,리조트
LODGING_STD,4281000-201-2015-00001,숙박,호텔
LODGING_STD,4281000-214-2018-00011,숙박,펜션
LODGING_STD,4281000-214-2019-00006,숙박,펜션
LODGING_STD,4281000-214-2020-00001,숙박,펜션
LODGING_STD,4281000-214-2020-00003,숙박,호텔
LODGING_STD,4281000-214-2020-00008,숙박,펜션
LODGING_STD,4281000-214-2020-00009,숙박,펜션
LODGING_STD,4281000-214-2021-00003,숙박,펜션
LODGING_STD,4281000-214-2021-00007,숙박,펜션
LODGING_STD,4281000-214-2016-00009,숙박,리조트
LODGING_STD,4281000-214-2017-00002,숙박,펜션
LODGING_STD,4281000-214-2017-00006,숙박,펜션
LODGING_STD,4281000-214-2017-00011,숙박,리조트
LODGING_STD,4281000-214-2017-00012,숙박,펜션
LODGING_STD,4281000-214-2017-00015,숙박,펜션
LODGING_STD,4281000-214-2017-00017,숙박,펜션
LODGING_STD,4281000-214-2017-00019,숙박,펜션
LODGING_STD,4281000-214-2017-00021,숙박,호텔
LODGING_STD,4281000-214-2017-00022,숙박,호텔
LODGING_STD,4281000-214-2018-00002,숙박,펜션
LODGING_STD,4281000-214-2018-00003,숙박,펜션
LODGING_STD,4281000-214-2018-00004,숙박,펜션
LODGING_STD,4281000-214-2018-00006,숙박,펜션
LODGING_STD,4281000-214-2018-00007,숙박,펜션
LODGING_STD,4281000-214-2009-00004,숙박,펜션
LODGING_STD,4281000-214-2010-00002,숙박,펜션
LODGING_STD,4281000-214-2011-00003,숙박,펜션
LODGING_STD,4281000-214-2012-00001,숙박,펜션
LODGING_STD,4281000-214-2012-00005,숙박,리조트
LODGING_STD,4281000-214-2015-00001,숙박,리조트
LODGING_STD,4281000-214-2015-00002,숙박,펜션
LODGING_STD,4281000-214-2016-00003,숙박,펜션
LODGING_STD,4281000-214-2016-00004,숙박,펜션
LODGING_STD,4281000-214-2007-00002,숙박,펜션
LODGING_STD,4281000-214-2007-00005,숙박,펜션
LODGING_STD,4281000-201-2016-00002,숙박,호텔
LODGING_STD,4281000-201-2017-00003,숙박,호텔
LODGING_STD,4281000-201-2017-00005,숙박,호텔
LODGING_STD,4281000-201-2018-00001,숙박,펜션
LODGING_STD,4281000-201-2018-00002,숙박,모텔
LODGING_STD,4281000-214-2024-00008,숙박,펜션
LODGING_STD,4281000-214-2024-00009,숙박,호텔
LODGING_STD,4281000-214-2024-00010,숙박,펜션
LODGING_STD,4281000-214-2025-00003,숙박,호텔
LODGING_STD,4281000-214-2024-00005,숙박,펜션
LODGING_STD,4281000-214-2024-00006,숙박,펜션
LODGING_STD,4281000-214-2024-00007,숙박,펜션
LODGING_STD,4281000-214-2022-00002,숙박,펜션
LODGING_STD,4281000-214-2022-00007,숙박,펜션
LODGING_STD,4281000-214-2022-00008,숙박,펜션
LODGING_STD,4281000-214-2022-00009,숙박,펜션
LODGING_STD,4281000-214-2022-00014,숙박,호텔
LODGING_STD,4281000-214-2022-00015,숙박,펜션
LODGING_STD,4281000-214-2023-00004,숙박,펜션
LODGING_STD,4281000-214-2023-00005,숙박,펜션
LODGING_STD,4281000-214-2023-00007,숙박,펜션
LODGING_STD,4281000-214-2024-00001,숙박,펜션
LODGING_STD,4281000-214-2024-00002,숙박,펜션
LODGING_STD,4281000-214-2018-00008,숙박,펜션
LODGING_STD,4281000-214-2018-00010,숙박,호텔
LODGING_STD,4281000-201-1963-00001,숙박,모텔
LODGING_STD,4281000-201-1976-00001,숙박,모텔
LODGING_STD,4281000-201-1980-00001,숙박,모텔
LODGING_STD,4281000-201-1983-00003,숙박,호텔
LODGING_STD,4281000-201-1988-00001,숙박,모텔
LODGING_STD,4281000-201-1989-00003,숙박,모텔
LODGING_STD,4281000-201-1989-00004,숙박,모텔
LODGING_STD,4281000-201-1989-00005,숙박,호텔
LODGING_STD,4281000-201-1990-00002,숙박,호텔
LODGING_STD,4281000-201-1995-00002,숙박,모텔
LODGING_STD,4281000-201-1995-00003,숙박,호텔
LODGING_STD,4281000-201-1996-00004,숙박,모텔
LODGING_STD,4281000-201-2025-00001,숙박,펜션
LODGING_STD,4281000-201-1999-00004,숙박,모텔
LODGING_STD,4281000-201-1975-00002,숙박,호텔
LODGING_STD,4281000-214-2017-00018,숙박,펜션
LODGING_STD,4281000-214-2009-00003,숙박,펜션
LODGING_STD,4281000-201-1983-00002,숙박,모텔
LODGING_STD,4281000-201-1996-00005,숙박,모텔
LODGING_STD,4281000-201-1997-00009,숙박,모텔
LODGING_STD,4281000-201-2026-00001,숙박,펜션
LODGING_STD,4281000-214-2026-00001,숙박,펜션
LODGING_STD,4281000-214-2017-00005,숙박,펜션
LODGING_STD,4281000-214-2017-00014,숙박,호텔
LODGING_STD,4281000-214-2018-00005,숙박,펜션
LODGING_STD,4281000-214-2019-00003,숙박,펜션
LODGING_STD,4281000-214-2022-00001,숙박,펜션
LODGING_STD,4281000-214-2022-00005,숙박,펜션
LODGING_STD,4281000-214-2023-00003,숙박,펜션
LODGING_STD,4281000-214-2024-00003,숙박,펜션
LODGING_STD,4281000-201-1998-00008,숙박,모텔
LODGING_STD,4281000-201-2005-00002,숙박,모텔
LODGING_STD,4281000-201-2010-00001,숙박,리조트
LODGING_STD,4281000-214-2005-00002,숙박,리조트
LODGING_STD,4291000-201-2003-00012,숙박,호텔
LODGING_STD,4291000-201-2005-00004,숙박,호텔
LODGING_STD,4291000-201-2008-00010,숙박,호텔
LODGING_STD,4291000-214-2010-00001,숙박,펜션
LODGING_STD,4291000-201-2013-00006,숙박,호텔
LODGING_STD,4291000-201-2015-00002,숙박,호텔
LODGING_STD,4291000-201-2020-00002,숙박,호텔
LODGING_STD,4291000-214-1972-00001,숙박,모텔
LODGING_STD,4291000-214-2013-00004,숙박,펜션
LODGING_STD,4291000-201-2026-00002,숙박,게스트하우스
LODGING_STD,4291000-214-2025-00003,숙박,펜션
LODGING_STD,4291000-201-1979-00003,숙박,모텔
LODGING_STD,4291000-201-1988-00004,숙박,모텔
LODGING_STD,4291000-201-1990-00003,숙박,모텔
LODGING_STD,4291000-214-2021-00005,숙박,호텔
LODGING_STD,4291000-214-2024-00001,숙박,호텔
LODGING_STD,4291000-201-2001-00005,숙박,모텔
LODGING_STD,4291000-201-2002-00011,숙박,모텔
LODGING_STD,4291000-201-2003-00017,숙박,펜션
LODGING_STD,4291000-201-2003-00024,숙박,모텔
LODGING_STD,4291000-201-2003-00026,숙박,모텔
LODGING_STD,4291000-201-2004-00004,숙박,모텔
LODGING_STD,4291000-201-2005-00002,숙박,모텔
LODGING_STD,4291000-201-2006-00003,숙박,호텔
LODGING_STD,4291000-201-2006-00011,숙박,모텔
LODGING_STD,4291000-201-2007-00007,숙박,모텔
LODGING_STD,4291000-201-2008-00005,숙박,모텔
LODGING_STD,4291000-201-2009-00003,숙박,호텔
LODGING_STD,4291000-201-2026-00001,숙박,모텔
LODGING_STD,4291000-201-1972-00003,숙박,모텔
LODGING_STD,4291000-201-1995-00005,숙박,모텔
LODGING_STD,4291000-201-2011-00003,숙박,펜션
LODGING_STD,4291000-201-2012-00001,숙박,펜션
LODGING_STD,4291000-201-2013-00002,숙박,호텔
LODGING_STD,4291000-201-2013-00004,숙박,호텔
LODGING_STD,4291000-201-2014-00001,숙박,호텔
LODGING_STD,4291000-201-2014-00002,숙박,호텔
LODGING_STD,4291000-201-2007-00006,액티비티,캠핑/글램핑
LODGING_STD,4291000-201-2007-00013,숙박,호텔
LODGING_STD,4291000-201-2008-00001,숙박,호텔
LODGING_STD,4291000-201-2008-00002,숙박,모텔
LODGING_STD,4291000-201-2008-00003,숙박,모텔
LODGING_STD,4291000-201-2008-00006,숙박,펜션
LODGING_STD,4291000-201-2008-00009,숙박,호텔
LODGING_STD,4291000-201-2003-00025,숙박,모텔
LODGING_STD,4291000-201-2003-00027,숙박,모텔
LODGING_STD,4291000-201-2003-00028,숙박,모텔
LODGING_STD,4291000-201-2003-00029,숙박,모텔
LODGING_STD,4291000-201-2004-00003,숙박,모텔
LODGING_STD,4291000-201-2004-00005,숙박,모텔
LODGING_STD,4291000-201-2004-00006,숙박,모텔
LODGING_STD,4291000-201-2004-00008,숙박,모텔
LODGING_STD,4291000-201-2005-00001,숙박,모텔
LODGING_STD,4291000-201-2005-00003,숙박,모텔
LODGING_STD,4291000-201-2005-00005,숙박,모텔
LODGING_STD,4291000-201-2005-00007,숙박,호텔
LODGING_STD,4291000-201-2006-00002,숙박,모텔
LODGING_STD,4291000-201-2006-00004,숙박,모텔
LODGING_STD,4291000-201-2006-00005,숙박,모텔
LODGING_STD,4291000-201-2006-00006,숙박,호텔
LODGING_STD,4291000-201-2006-00010,숙박,호텔
LODGING_STD,4291000-201-2007-00002,숙박,모텔
LODGING_STD,4291000-201-2007-00003,숙박,모텔
LODGING_STD,4291000-201-2007-00005,숙박,모텔
LODGING_STD,4291000-201-1998-00002,숙박,모텔
LODGING_STD,4291000-214-2017-00002,숙박,펜션
LODGING_STD,4291000-214-2017-00004,숙박,펜션
LODGING_STD,4291000-214-2018-00001,숙박,펜션
LODGING_STD,4291000-214-2020-00003,숙박,펜션
LODGING_STD,4291000-214-2021-00001,숙박,펜션
LODGING_STD,4291000-214-2021-00002,숙박,펜션
LODGING_STD,4291000-214-2021-00003,숙박,펜션
LODGING_STD,4291000-214-2021-00004,숙박,펜션
LODGING_STD,4291000-214-2022-00001,숙박,펜션
LODGING_STD,4291000-214-2022-00002,숙박,게스트하우스
LODGING_STD,4291000-214-2022-00003,숙박,펜션
LODGING_STD,4291000-214-2023-00001,숙박,펜션
LODGING_STD,4291000-214-2025-00001,숙박,호텔
LODGING_STD,4291000-201-2000-00001,숙박,모텔
LODGING_STD,4291000-201-2001-00001,숙박,모텔
LODGING_STD,4291000-201-2002-00002,숙박,모텔
LODGING_STD,4291000-201-2002-00005,숙박,모텔
LODGING_STD,4291000-201-2002-00006,숙박,모텔
LODGING_STD,4291000-201-2002-00007,숙박,모텔
LODGING_STD,4291000-201-2002-00010,숙박,모텔
LODGING_STD,4291000-201-2002-00014,숙박,모텔
LODGING_STD,4291000-201-2002-00015,숙박,모텔
LODGING_STD,4291000-201-2003-00001,숙박,모텔
LODGING_STD,4291000-201-2003-00002,숙박,모텔
LODGING_STD,4291000-201-2003-00009,숙박,호텔
LODGING_STD,4291000-201-2003-00010,숙박,모텔
LODGING_STD,4291000-201-2003-00011,숙박,호텔
LODGING_STD,4291000-201-2003-00019,숙박,호텔
LODGING_STD,4291000-201-2003-00020,숙박,모텔
LODGING_STD,4291000-201-2003-00022,숙박,펜션
LODGING_STD,4291000-201-2003-00023,숙박,모텔
LODGING_STD,4291000-201-1976-00002,숙박,모텔
LODGING_STD,4291000-201-1982-00002,숙박,모텔
LODGING_STD,4291000-201-1983-00001,숙박,모텔
LODGING_STD,4291000-201-1983-00004,숙박,모텔
LODGING_STD,4291000-201-1988-00003,숙박,모텔
LODGING_STD,4291000-201-1988-00005,숙박,모텔
LODGING_STD,4291000-201-1989-00001,숙박,모텔
LODGING_STD,4291000-201-1989-00002,숙박,모텔
LODGING_STD,4291000-201-1989-00003,숙박,모텔
LODGING_STD,4291000-201-1990-00005,숙박,모텔
LODGING_STD,4291000-201-1990-00007,숙박,모텔
LODGING_STD,4291000-201-1991-00001,숙박,모텔
LODGING_STD,4291000-201-1993-00001,숙박,모텔
LODGING_STD,4291000-201-1997-00004,숙박,모텔
LODGING_STD,4291000-214-2025-00004,숙박,펜션
LODGING_STD,4291000-201-2016-00001,숙박,모텔
LODGING_STD,4291000-201-2017-00003,숙박,리조트
LODGING_STD,4291000-201-2018-00002,숙박,호텔
LODGING_STD,4291000-201-2020-00001,숙박,호텔
LODGING_STD,4291000-201-2021-00001,숙박,펜션
LODGING_STD,4291000-201-2023-00001,숙박,모텔
LODGING_STD,4291000-201-2023-00002,숙박,펜션
LODGING_STD,4291000-201-2024-00002,숙박,모텔
LODGING_STD,4291000-201-2025-00001,숙박,모텔
LODGING_STD,4291000-214-1987-00001,숙박,펜션
LODGING_STD,4291000-214-2013-00002,숙박,펜션
LODGING_STD,4291000-214-2014-00003,숙박,게스트하우스
LODGING_STD,4291000-214-2014-00004,숙박,펜션
LODGING_STD,4291000-214-2014-00005,숙박,모텔
LODGING_STD,4291000-214-2014-00006,숙박,모텔
LODGING_STD,4291000-214-2015-00001,숙박,펜션
LODGING_STD,4291000-214-2017-00001,숙박,펜션
LODGING_STD,4291000-201-2009-00001,숙박,호텔
LODGING_STD,4291000-201-2010-00003,숙박,호텔
LODGING_STD,4291000-201-2010-00004,숙박,모텔
LODGING_STD,4291000-201-2010-00006,숙박,모텔
LODGING_STD,4291000-201-2011-00001,숙박,펜션
LODGING_STD,4301000-201-1988-00017,숙박,모텔
LODGING_STD,4301000-201-1989-00026,숙박,모텔
LODGING_STD,4301000-201-1993-00016,숙박,모텔
LODGING_STD,4301000-201-1995-00024,숙박,모텔
LODGING_STD,4301000-201-1999-00021,숙박,호텔
LODGING_STD,4301000-201-2003-00001,숙박,모텔
LODGING_STD,4301000-201-2009-00001,숙박,모텔
LODGING_STD,4301000-201-2020-00001,숙박,호텔
LODGING_STD,4301000-214-2018-00001,숙박,펜션
LODGING_STD,4301000-201-1987-00014,숙박,모텔
LODGING_STD,4301000-201-1997-00011,숙박,모텔
LODGING_STD,4301000-201-2000-00015,숙박,모텔
LODGING_STD,4301000-201-2025-00001,숙박,게스트하우스
LODGING_STD,4301000-201-1980-00007,숙박,모텔
LODGING_STD,4301000-201-1986-00011,숙박,모텔
LODGING_STD,4301000-201-1979-00004,숙박,모텔
LODGING_STD,4301000-201-1979-00006,숙박,모텔
LODGING_STD,4301000-201-1981-00003,숙박,모텔
LODGING_STD,4301000-201-1985-00009,숙박,호텔
LODGING_STD,4301000-201-1986-00009,숙박,모텔
LODGING_STD,4301000-201-1987-00012,숙박,모텔
LODGING_STD,4301000-201-1987-00015,숙박,모텔
LODGING_STD,4301000-201-1988-00015,숙박,모텔
LODGING_STD,4301000-201-1989-00019,숙박,모텔
LODGING_STD,4301000-201-1989-00020,숙박,모텔
LODGING_STD,4301000-201-1989-00021,숙박,모텔
LODGING_STD,4301000-201-1989-00024,숙박,모텔
LODGING_STD,4301000-201-1989-00025,숙박,모텔
LODGING_STD,4301000-201-1990-00019,숙박,모텔
LODGING_STD,4301000-201-1990-00023,숙박,모텔
LODGING_STD,4301000-201-1991-00013,숙박,모텔
LODGING_STD,4301000-201-1994-00022,숙박,모텔
LODGING_STD,4301000-201-1994-00024,숙박,모텔
LODGING_STD,4301000-201-1994-00026,숙박,모텔
LODGING_STD,4301000-201-1995-00018,숙박,모텔
LODGING_STD,4301000-201-1996-00020,숙박,모텔
LODGING_STD,4301000-214-2012-00001,숙박,펜션
LODGING_STD,4301000-214-2017-00001,숙박,리조트
LODGING_STD,4301000-214-2019-00001,숙박,펜션
LODGING_STD,4301000-201-1998-00015,숙박,모텔
LODGING_STD,4301000-201-1998-00016,숙박,모텔
LODGING_STD,4301000-201-1998-00019,숙박,모텔
LODGING_STD,4301000-201-1999-00019,숙박,모텔
LODGING_STD,4301000-201-2000-00012,숙박,모텔
LODGING_STD,4301000-201-2000-00013,숙박,모텔
LODGING_STD,4301000-201-2000-00014,숙박,모텔
LODGING_STD,4301000-201-2000-00018,숙박,모텔
LODGING_STD,4301000-201-2005-00001,숙박,모텔
LODGING_STD,4301000-201-2005-00002,숙박,모텔
LODGING_STD,4301000-201-2006-00001,숙박,모텔
LODGING_STD,4301000-201-2006-00002,숙박,모텔
LODGING_STD,4301000-201-2006-00003,숙박,모텔
LODGING_STD,4301000-201-2007-00001,숙박,모텔
KAKAO,efd1aedaaa5583588a76da88a0a6751d,관광지,골목/동네산책
LODGING_STD,4341000-214-2023-00002,숙박,펜션
LODGING_STD,4341000-214-2023-00005,숙박,펜션
LODGING_STD,4341000-214-2023-00007,숙박,펜션
LODGING_STD,4341000-214-2024-00001,숙박,펜션
LODGING_STD,4341000-214-2024-00003,숙박,펜션
LODGING_STD,4341000-214-2024-00006,숙박,펜션
LODGING_STD,4341000-214-2025-00001,숙박,펜션
LODGING_STD,4341000-214-2019-00004,숙박,펜션
LODGING_STD,4341000-214-2019-00007,숙박,펜션
LODGING_STD,4341000-214-2020-00002,숙박,펜션
LODGING_STD,4341000-214-2020-00003,숙박,펜션
LODGING_STD,4341000-214-2020-00008,숙박,펜션
LODGING_STD,4341000-214-2020-00009,숙박,펜션
LODGING_STD,4341000-214-2021-00001,숙박,펜션
LODGING_STD,4341000-214-2021-00002,숙박,펜션
LODGING_STD,4341000-214-2021-00004,숙박,펜션
LODGING_STD,4341000-214-2021-00005,숙박,펜션
LODGING_STD,4341000-214-2026-00001,숙박,펜션
LODGING_STD,4341000-201-1963-00001,숙박,모텔
LODGING_STD,4341000-201-1973-00003,숙박,모텔
LODGING_STD,4341000-201-1986-00003,숙박,모텔
LODGING_STD,4341000-201-1988-00003,숙박,리조트
LODGING_STD,4341000-214-2012-00004,숙박,리조트
LODGING_STD,4341000-214-2013-00001,숙박,모텔
LODGING_STD,4341000-214-2013-00002,숙박,펜션
LODGING_STD,4341000-214-2015-00001,숙박,펜션
LODGING_STD,4341000-201-2015-00001,숙박,모텔
LODGING_STD,4341000-201-2015-00003,숙박,호텔
LODGING_STD,4341000-201-2017-00002,숙박,모텔
LODGING_STD,4341000-201-2019-00001,숙박,리조트
LODGING_STD,4341000-201-2020-00001,숙박,펜션
LODGING_STD,4341000-201-2021-00001,숙박,게스트하우스
LODGING_STD,4341000-201-2022-00001,숙박,펜션
LODGING_STD,4341000-201-2022-00002,숙박,호텔
LODGING_STD,4341000-201-2022-00003,숙박,펜션
LODGING_STD,4341000-201-2022-00005,숙박,펜션
LODGING_STD,4341000-201-2024-00001,숙박,모텔
